doc_label,doc_content
doyle-2-84,rigging dripped clammy drops men lounged along lee house save uncle salters sat stiffly main hatch nursing stung hands
doyle-2-85,gemsbok u n
doyle-2-86,'guess 'd carry stays l disko rolling one eye brother
doyle-2-87,guess would n't sorter profit
doyle-2-87,'s sense wastin canvas
doyle-2-87,farmer sailor replied
doyle-2-88,wheel twitched almost imperceptibly disko 's hands
doyle-2-88,seconds later hissing wave top slashed diagonally across boat smote uncle salters shoulders drenched head foot
doyle-2-88,rose sputtering went forward catch another
doyle-2-89,see dad chase around deck dan
doyle-2-89,uncle salters thinks quarter share 's canvas
doyle-2-89,dad 's put duckin act two trips runnin
doyle-2-89,hi
doyle-2-89,found feeds
doyle-2-89,uncle salters taken refuge foremast wave slapped knees
doyle-2-89,disko 's face blank circle wheel
doyle-2-90,'guess 'd lie easier stays l salters disko though seen nothing
doyle-2-91,set old kite roared victim cloud spray n't lay anything happens
doyle-2-91,penn go right git coffee
doyle-2-91,ought hev sense bum araound deck weather
doyle-2-92,'ll swill coffee play checkers till cows come home dan uncle salters hustled penn fore cabin
doyle-2-92,'looks like 's 'd doin fer spell
doyle-2-92,'s nothin creation deader limpsey idler n banker ai n't fish
doyle-2-93,'m glad ye spoke danny cried long jack casting round search amusement
doyle-2-93,'d clean forgot 'd passenger wharf hat
doyle-2-93,'s idleness thim n't know ropes
doyle-2-93,pass along tom platt 'll l'arn
doyle-2-94,'tai n't trick time grinned dan
doyle-2-94,'ve got go alone
doyle-2-94,dad learned rope 's end
doyle-2-95,hour long jack walked prey teaching things sea ivry man must know blind dhrunk asleep
doyle-2-95,much gear seventy ton schooner stump foremast long jack gift expression
doyle-2-95,wished draw harvey 's attention peak halyards dug knuckles back boy 's neck kept gaze half minute
doyle-2-95,emphasised difference fore aft generally rubbing harvey 's nose along feet boom lead rope fixed harvey 's mind end rope
doyle-2-96,lesson would easier deck free appeared place everything anything except man
doyle-2-96,forward lay windlass tackle chain hemp cables unpleasant trip fo c'sle stovepipe gurry butts fo c'sle hatch hold fish livers
doyle-2-96,aft fore boom booby main hatch took space needed pumps dressing pens
doyle-2-96,came nests dories lashed ring bolts quarter deck house tubs oddments lashed around last sixty foot main boom crutch splitting things lengthwise duck dodge every time
doyle-2-97,tom platt course could keep oar business ranged alongside enormous unnecessary descriptions sails spars old ohio
doyle-2-98,niver mind fwhat says attind innocince
doyle-2-98,tom platt bally hoo 's ohio 're mixing bhoy bad
doyle-2-99,'ll ruined life beginnin fore way tom platt pleaded
doyle-2-99,give chance know leadin principles
doyle-2-99,sailin 's art harvey 'd show ye foretop
doyle-2-100,know ut
doyle-2-100,ye 'd talk dead cowld
doyle-2-100,silince tom platt
doyle-2-100,'ve 'd reef foresail harve
doyle-2-100,take time answerin
doyle-2-101,haul harvey pointing leeward
doyle-2-102,fwhat
doyle-2-102,north atlantuc
doyle-2-103,boom
doyle-2-103,run rope showed back
doyle-2-104,'s way tom platt burst
doyle-2-105,quiet
doyle-2-105,'s l'arnin names good yet
doyle-2-105,go harve
doyle-2-106,oh 's reef pennant
doyle-2-106,'d hook tackle reef pennant let
doyle-2-107,lower sail child
doyle-2-107,lower
doyle-2-107,tom platt professional agony
doyle-2-108,lower throat peak halyards harvey went
doyle-2-108,names stuck head
doyle-2-109,lay hand thim long jack
doyle-2-110,harvey obeyed
doyle-2-110,lower till rope loop leach kris 's cringle till cringle boom
doyle-2-110,'d tie way 'd hoist peak throat halyards
doyle-2-111,'ve forgot pass tack earing wid time help ye 'll l'arn
doyle-2-111,'s good reason ivry rope aboard else 'twould overboard
doyle-2-111,'ye follow
doyle-2-111,'t dollars cents 'm puttin pocket ye skinny little supercargo fwhin ye 've filled ye ship boston cuba tell thim long jack l'arned
doyle-2-111,'ll chase ye around piece callin ropes 'll lay hand thim call
doyle-2-112,began harvey feeling rather tired walked slowly rope named
doyle-2-112,rope 's end licked round ribs nearly knocked breath
doyle-2-113,boat tom platt severe eyes walk
doyle-2-113,till take orders run
doyle-2-113,make sure
doyle-2-114,harvey glow exercise last cut warmed thoroughly
doyle-2-114,singularly smart boy son clever man sensitive woman fine resolute temper systematic spoiling nearly turned mulish obstinacy
doyle-2-114,looked men saw even dan smile
doyle-2-114,evidently day 's work though hurt abominably swallowed hint gulp gasp grin
doyle-2-114,smartness led take advantage mother made sure one boat except maybe penn would stand least nonsense
doyle-2-114,one learns great deal mere tone
doyle-2-114,long jack called half dozen ropes harvey danced deck like eel ebb tide one eye tom platt
doyle-2-115,ver good
doyle-2-115,ver good done manuel
doyle-2-115,supper show little schooner make ropes
doyle-2-115,shall learn
doyle-2-116,fust class fer passenger dan
doyle-2-116,dad 's jest allowed 'll wuth salt maybe 'fore 're draownded
doyle-2-116,thet 's heap fer dad
doyle-2-116,'ll learn next watch together
doyle-2-117,taller
doyle-2-117,grunted disko peering fog smoked bows
doyle-2-117,nothing seen ten feet beyond surging jib boom alongside rolled endless procession solemn pale waves whispering upping one
doyle-2-118,'ll learn something long jack ca n't shouted tom platt locker stern produced battered deep sea lead hollowed one end smeared hollow saucer full mutton tallow went forward
doyle-2-118,'ll learn fly blue pigeon
doyle-2-118,shooo
doyle-2-119,disko something wheel checked schooner 's way manuel harvey help proud boy harvey let jib lump boom
doyle-2-119,lead sung deep droning song tom platt whirled round round
doyle-2-120,go ahead man long jack impatiently
doyle-2-120,'re drawin twenty five fut fire island fog
doyle-2-120,'s trick ut
doyle-2-121,n't jealous galway
doyle-2-121,released lead plopped sea far ahead schooner surged slowly forward
doyle-2-122,soundin trick though dan dipsey lead 's eye 're like hev week
doyle-2-122,d'you make dad
doyle-2-123,disko 's face relaxed
doyle-2-123,skill honour involved march stolen rest fleet reputation master artist knew banks blindfold
doyle-2-123,sixty mebbe ef 'm judge replied glance tiny compass window house
doyle-2-124,sixty sung tom platt hauling great wet coils
doyle-2-125,schooner gathered way
doyle-2-125,heave
doyle-2-125,disko quarter hour
doyle-2-126,d'you make
doyle-2-126,dan whispered looked harvey proudly
doyle-2-126,harvey proud performances impressed
doyle-2-127,fifty father
doyle-2-127,mistrust 're right nick green bank old sixty fifty
doyle-2-128,fifty
doyle-2-128,roared tom platt
doyle-2-128,could scarcely see fog
doyle-2-128,'s bu'st within yard like shells fort macon
doyle-2-129,bait harve dan diving line reel
doyle-2-130,schooner seemed straying promiscuously smother head sail banging wildly
doyle-2-130,men waited looked boys began fishing
doyle-2-131,heugh
doyle-2-131,dan 's lines twitched scored scarred rail
doyle-2-131,haow thunder dad know
doyle-2-131,help us harve
doyle-2-131,'s big un
doyle-2-131,poke hooked
doyle-2-131,hauled together landed goggle eyed twenty pound cod
doyle-2-131,taken bait right stomach
doyle-2-132,'s covered little crabs cried harvey turning
doyle-2-133,great hook block 're lousy already long jack
doyle-2-133,disko ye kape spare eyes keel
doyle-2-134,splash went anchor heaved lines man taking place bulwarks
doyle-2-135,good eat
doyle-2-135,harvey panted lugged another crab covered cod
doyle-2-136,sure
doyle-2-136,'re lousy 's sign 've herdin together thousand take bait way 're hungry
doyle-2-136,never mind bait sets
doyle-2-136,'ll bite bare hook
doyle-2-137,say great
doyle-2-137,harvey cried fish came gasping splashing nearly poke hooked dan
doyle-2-137,ca n't always fish boat instead dories
doyle-2-138,allus till begin dress daown
doyle-2-138,efter thet heads offals u 'd scare fish fundy
doyle-2-138,boat fishin ai n't reckoned progressive though unless ye know much dad knows
doyle-2-138,guess 'll run aout aour trawl night
doyle-2-138,harder back frum dory ai n't
doyle-2-139,rather back breaking work dory weight cod water borne till last minute speak abreast feet schooner 's free board make much extra dead hauling stooping bulwarks cramps stomach
doyle-2-139,wild furious sport long lasted big pile lay aboard fish ceased biting
doyle-2-140,'s penn uncle salters
doyle-2-140,harvey asked slapping slime oilskins reeling line careful imitation others
doyle-2-141,git 's coffee see
doyle-2-142,yellow glare lamp pawl post fo c'sle table opened utterly unconscious fish weather sat two men checker board uncle salters snarling penn 's every move
doyle-2-143,'s matter naow
doyle-2-143,former harvey one hand leather loop head ladder hung shouting cook
doyle-2-144,big fish lousy heaps heaps harvey replied quoting long jack
doyle-2-144,'s game
doyle-2-145,little penn 's jaw dropped
doyle-2-145,twere n't none fault snapped uncle salters
doyle-2-145,penn 's deef
doyle-2-146,checkers n't
doyle-2-146,dan harvey staggered aft steaming coffee tin pail
doyle-2-146,lets us cleanin night
doyle-2-146,dad 's jest man
doyle-2-146,'ll
doyle-2-147,two young fellers know 'll bait tub trawl 're cleanin disko lashing wheel taste
doyle-2-148,urn
doyle-2-148,'guess 'd ruther clean dad
doyle-2-149,n't doubt
doyle-2-149,ye wu n't though
doyle-2-149,dress daown
doyle-2-149,dress daown
doyle-2-149,penn 'll pitch two bait
doyle-2-150,thunder n't blame boys tell us 'd struck
doyle-2-150,uncle salters shuffling place table
doyle-2-150,knife 's gum blunt dan
doyle-2-151,ef stickin cable n't wake ye guess 'd better hire boy dan muddling dusk tubs full trawl line lashed windward house
doyle-2-151,oh harve n't ye want slip git 's bait
doyle-2-152,bait ez disko
doyle-2-152,mistrust shag fishin pay better ez things go
doyle-2-153,meant boys would bait selected offal cod fish cleaned improvement paddling barehanded little bait barrels
doyle-2-153,tubs full neatly coiled line carrying big hook feet testing baiting every single hook stowage baited line run clear shot dory scientific business
doyle-2-153,dan managed dark without looking harvey caught fingers barbs bewailed fate
doyle-2-153,hooks flew dan 's fingers like tatting old maid 's lap
doyle-2-153,helped bait trawl ashore 'fore could well walk
doyle-2-153,'s putterin job
doyle-2-153,oh dad
doyle-2-153,shouted towards hatch disko tom platt salting
doyle-2-153,many skates reckon 'll need
doyle-2-154,baout three
doyle-2-154,hurry
doyle-2-155,'s three hundred fathom tub dan explained n enough lay tonight
doyle-2-155,ouch
doyle-2-155,'slipped
doyle-2-155,stuck finger mouth
doyle-2-155,tell harve ai n't money gloucester u 'd hire ship reg'lar trawler
doyle-2-155,may progressive barrin 's putterin'est slimjammest business top earth
doyle-2-156,n't know 't n't regular trawling harvey sulkily
doyle-2-156,fingers cut frazzles
doyle-2-157,pshaw
doyle-2-157,jest one dad 's blame experiments
doyle-2-157,n't trawl 'less 's mighty good reason fer
doyle-2-157,dad knows
doyle-2-157,thet 's 's baitin ez
doyle-2-157,'ll hev saggin full take er wo n't see fin
doyle-2-158,penn uncle salters cleaned disko ordained boys profited little
doyle-2-158,sooner tubs furnished tom platt long jack exploring inside dory lantern snatched away loaded tubs small painted trawl buoys hove boat overboard harvey regarded exceedingly rough sea
doyle-2-158,'ll drowned
doyle-2-158,dory 's loaded like freight car cried
doyle-2-159,'ll back long jack case 'll lookin us 'll lay trawl 's snarled
doyle-2-160,dory surged crest wave seemed impossible could avoid smashing schooner 's side slid ridge swallowed damp dusk
doyle-2-161,take hold keep ringin steady dan passing harvey lanyard bell hung behind windlass
doyle-2-162,harvey rang lustily felt two lives depended
doyle-2-162,disko cabin scrawling log book look like murderer went supper even smiled drily anxious harvey
doyle-2-163,ai n't weather dan
doyle-2-163,could set thet trawl
doyle-2-163,'ve gone jest far 'nough 's foul cable
doyle-2-163,n't need bell reelly
doyle-2-164,clang
doyle-2-164,cling
doyle-2-164,clang
doyle-2-164,harvey kept varied occasional rub dubs another half hour
doyle-2-164,bellow bump alongside
doyle-2-164,manuel dan raced hooks dory tackle long jack tom platt arrived deck together seemed one half north atlantic backs dory followed air landing clatter
doyle-2-165,nary snarl tom platt dripped
doyle-2-165,danny 'll yet
doyle-2-166,pleasure av comp'ny banquit long jack squelching water boots capered like elephant stuck oilskinned arm harvey 's face
doyle-2-166,condescending honour second half wid presence
doyle-2-166,four rolled supper harvey stuffed brim fish chowder fried pies fell fast asleep manuel produced locker lovely two foot model lucy holmes first boat going show harvey ropes
doyle-2-166,harvey never even twiddled fingers penn pushed bunk
doyle-2-167,must sad thing sad thing penn watching boy 's face mother father think dead
doyle-2-167,lose child lose man child
doyle-2-168,git penn dan
doyle-2-168,go aft finish game uncle salters
doyle-2-168,tell dad 'll stand harve 's watch ef n't keer
doyle-2-168,'s played aout
doyle-2-169,ver good boy manuel slipping boots disappearing black shadows lower bunk
doyle-2-169,expec make good man danny
doyle-2-169,see mad parpa says
doyle-2-169,eh wha
doyle-2-170,dan chuckled chuckle ended snore
doyle-2-171,thick weather outside rising wind elder men stretched watches
doyle-2-171,hours struck clear cabin nosing bows slapped scuffled seas fo c'sle stovepipe hissed sputtered spray caught boys slept disko long jack tom plait uncle salters turn stumped aft look wheel forward see anchor held veer little cable chafing glance dim anchor light round
doyle-3-0,chapter iv
doyle-3-1,harvey waked find first half 'breakfast fo c'sle door drawn crack every square inch schooner singing tune
doyle-3-1,black bulk cook balanced behind tiny galley glare stove pots pans pierced wooden board jarred racketed plunge
doyle-3-1,fo c'sle climbed yearning surging quivering clear sickle like swoop came seas
doyle-3-1,could hear flaring bows cut squelch pause ere divided waters came deck like volley buck shot
doyle-3-1,followed woolly sound cable hawse hole grunt squeal windlass yaw punt kick 're gathered together repeat motions
doyle-3-2,ashore heard long jack saying ye 've chores ye must thim weather
doyle-3-2,'re well clear fleet 've chores 's blessin
doyle-3-2,good night
doyle-3-2,passed like big snake table bunk began smoke
doyle-3-2,tom platt followed example uncle salters penn fought way ladder stand watch cook set second half
doyle-3-3,came bunks others entered shake yawn
doyle-3-3,ate till could eat manuel filled pipe terrible tobacco crotched pawl post forward bunk cocked feet table smiled tender indolent smiles smoke
doyle-3-3,dan lay length bunk wrestling gaudy gilt stopped accordion whose tunes went pitching 're
doyle-3-3,cook shoulders locker kept fried pies dan fond fried pies peeled potatoes one eye stove event much water finding way pipe general smell smother past description
doyle-3-4,harvey considered affairs wondered deathly sick crawled bunk softest safest place dan struck n't want play yard accurately wild jerks allowed
doyle-3-5,long
doyle-3-5,harvey asked manuel
doyle-3-6,till get little quiet row trawl
doyle-3-6,perhaps night
doyle-3-6,perhaps two days
doyle-3-6,like
doyle-3-6,eh wha
doyle-3-7,crazy sick week ago n't seem upset much
doyle-3-8,make fisherman days
doyle-3-8,come gloucester would give two three big candles good luck
doyle-3-9,give
doyle-3-10,sure virgin church hill
doyle-3-10,good fishermen time
doyle-3-10,us portugee men ever drowned
doyle-3-11,'re roman catholic
doyle-3-12,madeira man
doyle-3-12,porto pico boy
doyle-3-12,shall baptist
doyle-3-12,eh wha
doyle-3-12,always give candles two three come gloucester
doyle-3-12,good virgin never forgets manuel
doyle-3-13,n't sense way tom platt put bunk scarred face lit glare match sucked pipe
doyle-3-13,stands reason sea 's sea 'll git jest 's goin candles kerosene fer matter
doyle-3-14,tis mighty good thing long jack fri'nd coort though
doyle-3-14,'m manuel 's way thinkin
doyle-3-14,tin years back crew sou boston market boat
doyle-3-14,minot 's ledge wid northeaster butt first atop us thicker n burgoo
doyle-3-14,ould man dhrunk chin waggin tiller sez 'if iver stick boat huk wharf 'll show saints fwhat manner craft saved av
doyle-3-14,'m ye well see model dhirty ould kathleen took month make gave ut priest hung ut forninst altar
doyle-3-14,'s sense givin model 's way bein work av art candle
doyle-3-14,ye buy candles store model shows good saints ye 've tuk trouble grateful
doyle-3-15,d'you believe irish
doyle-3-15,tom platt turning elbow
doyle-3-16,would ut ohio
doyle-3-17,wa al enoch fuller made model old ohio 's salem museum
doyle-3-17,mighty pretty model guess enoch never done fer sacrifice way take
doyle-3-18,makings hour long discussion kind fishermen love talk runs shouting circles one proves anything end dan struck cheerful rhyme
doyle-3-19,jumped mackerel striped back
doyle-3-19,reef mainsail haul tack 's windy weather
doyle-3-20,long jack joined
doyle-3-21,'s blowy weather winds begin blow pipe hands together
doyle-3-22,dan went cautious look tom plait holding accordion low bunk
doyle-3-23,jumped cod chuckle head went main chains heave lead 's windy weather etc
doyle-3-24,tom platt seemed hunting something
doyle-3-24,dan crouched lower sang louder
doyle-3-25,jumped flounder swims ground
doyle-3-25,chuckle head
doyle-3-25,chuckle head
doyle-3-25,mind ye sound
doyle-3-26,tom platt 's huge rubber boot whirled across fo c'sle caught dan 's uplifted arm
doyle-3-26,war man boy ever since dan discovered mere whistling tune would make angry heaved lead
doyle-3-27,thought 'd fetch yer dan returning gift precision
doyle-3-27,ef n't like music git fiddle
doyle-3-27,ai n't goin lie day listen long jack arguin 'baout candles
doyle-3-27,fiddle tom platt 'll learn harve tune
doyle-3-28,tom platt leaned locker brought old white fiddle
doyle-3-28,manuel 's eye glistened somewhere behind pawl post drew tiny guitar like thing wire strings called machette
doyle-3-29,'t concert long jack beaming smoke
doyle-3-29,reg'lar boston concert
doyle-3-30,burst spray hatch opened disko yellow oilskins descended
doyle-3-31,ye 're time disko
doyle-3-31,fwhat 's doin outside
doyle-3-32,jest
doyle-3-32,dropped lockers push heave 're
doyle-3-33,'re singin kape breakfasts
doyle-3-33,ye 'll lead av course disko long jack
doyle-3-34,guess ai n't n 'baout two old songs know ye 've heerd
doyle-3-35,excuses cut short tom platt launching dolorous tune like unto moaning winds creaking masts
doyle-3-35,eyes fixed beams disko began ancient ancient ditty tom platt flourishing round make tune words fit little
doyle-3-36,crack packet crack packet fame hails noo york dreadnought 's name
doyle-3-36,may talk fliers swallow tail black ball dreadnought 's packet beat
doyle-3-37,dreadnought lies river mersey tugboat take sea 's soundings shortly know chorus
doyle-3-37,'s liverpool packet lord let go
doyle-3-38,dreadnought 's howlin 'crost banks newfoundland water 's shallow bottom 's sand
doyle-3-38,sez little fishes swim fro chorus
doyle-3-38,'she 's liverpool packet lord let go
doyle-3-39,scores verses worked dreadnought every mile way liverpool new york conscientiously though deck accordion pumped fiddle squeaked beside
doyle-3-39,tom platt followed something rough tough mcginn would pilot vessel
doyle-3-39,called harvey felt flattered contribute entertainment could remember pieces skipper ireson 's ride taught camp school adirondacks
doyle-3-39,seemed might appropriate time place mentioned title disko brought one foot bang cried n't go young feller
doyle-3-39,'s mistaken jedgment one worst kind becaze 's catchin ear
doyle-3-40,orter ha warned dan
doyle-3-40,thet allus fetches dad
doyle-3-41,'s wrong
doyle-3-41,harvey surprised little angry
doyle-3-42,'re goin say disko
doyle-3-42,dead wrong start finish whittier 's blame
doyle-3-42,special call right marblehead man 'twere n't fault ireson 's
doyle-3-42,father told tale time way 'twuz
doyle-3-43,wan hundreth time put long jack breath
doyle-3-44,ben ireson skipper betty young feller comin home frum banks war jestice jestice times
doyle-3-44,f'und active portland gibbons town skipper f'und leakin cape cod light
doyle-3-44,terr'ble gale gettin betty home 's fast could craowd
doyle-3-44,well ireson war n't sense reskin boat sea men would n't hev laid stay active till sea run daown piece
doyle-3-44,would n't hev either hangin araound cape sech weather leak leak
doyle-3-44,jest stays l quit nat'rally takin ireson 'em
doyle-3-44,folks marblehead mad runnin risk becaze nex day sea ca'am never stopped think active 's folk took truro man
doyle-3-44,come marblehead tale tell sayin ireson shamed town forth ireson 's men scared seem public feelin ag'in 'em went back ireson swore respons'ble hull act
doyle-3-44,'twere n't women neither tarred feathered marblehead women n't act way 't passel men boys carted araound town old dory till bottom fell aout ireson told 'em 'd sorry day
doyle-3-44,well facts came aout later 's usually late ways useful honest man whittier come along picked slack eend lyin tale tarred feathered ben ireson onct dead
doyle-3-44,'t time whittier ever slipped 'twere n't fair
doyle-3-44,whaled dan good brought piece back school
doyle-3-44,n't know better course 've give facts hereafter evermore remembered
doyle-3-44,ben ireson n't sech kind man whittier makes aout father knew well business beware hasty jedgments young feller
doyle-3-44,next
doyle-3-45,harvey never heard disko talk long collapsed burning cheeks dan promptly boy could learn taught school life short keep track every lie along coast
doyle-3-46,manuel touched jangling jarring little machette queer tune sang something portuguese nina innocente
doyle-3-46,ending full handed sweep brought song jerk
doyle-3-46,disko obliged second song old fashioned creaky tune joined chorus
doyle-3-46,one stanza
doyle-3-47,aprile melted snow outer noo bedford shortly must tow yes noo bedford shortly must clear 're whalers never see wheat ear
doyle-3-48,fiddle went softly
doyle-3-49,wheat ear true love 's posy blowin wheat ear 're goin sea wheat ear left fit sowin come back loaf bread 'll
doyle-3-50,made harvey almost weep though could tell
doyle-3-50,much worse cook dropped potatoes held hands fiddle
doyle-3-50,still leaning locker door struck tune like something bad sure happen whatever
doyle-3-50,little sang unknown tongue big chin fiddle tail white eyeballs glaring lamplight
doyle-3-50,harvey swung bunk hear better amid straining timbers wash waters tune crooned moaned like lee surf blind fog till ended wail
doyle-3-51,jimmy christmas
doyle-3-51,thet gives blue creevles dan
doyle-3-52,thunder
doyle-3-53,song fin mccoul cook wass going norway
doyle-3-53,english thick clear cut though came phonograph
doyle-3-54,faith 've norway n't make unwholesim noise
doyle-3-54,'t like old songs though long jack sighing
doyle-3-55,n't let 's hev another 'thout somethin dan accordion struck rattling catchy tune ended
doyle-3-56,'s six twenty sundays sence las saw land fifteen hunder quintal fifteen hunder quintal 'teen hunder toppin quintal 'twix old 'queereau grand
doyle-3-57,hold
doyle-3-57,roared tom plait 'ye want nail trip dan
doyle-3-57,'s jonah sure 'less sing salt 's wet
doyle-3-58,'tai n't
doyle-3-58,dad
doyle-3-58,unless sing las verse
doyle-3-58,ca n't learn anything jonahs
doyle-3-59,'s
doyle-3-59,harvey
doyle-3-59,'s jonah
doyle-3-60,jonah 's anything spoils luck
doyle-3-60,sometimes 's man sometimes 's boy bucket
doyle-3-60,'ve known splittin knife jonah two trips till tom plait
doyle-3-60,'s sorts jonahs
doyle-3-60,jim bourke one till drowned georges
doyle-3-60,'d never ship jim bourke starvin
doyle-3-60,wuz green dory ezra flood
doyle-3-60,thet jonah worst sort jonah
doyle-3-60,drowned four men used shine fiery nights nest
doyle-3-61,believe
doyle-3-61,harvey remembering tom platt candles models
doyle-3-61,n't got take 's served
doyle-3-62,mutter dissent ran round bunks
doyle-3-62,outboard yes inboard things happen disko
doyle-3-62,n't go makin mock jonahs young feller
doyle-3-63,well harve ai n't jonah
doyle-3-63,day catched dan cut toppin good catch
doyle-3-64,cook threw head laughed suddenly queer thin laugh
doyle-3-64,disconcerting nigger
doyle-3-64,murder
doyle-3-64,long jack
doyle-3-64,n't doctor
doyle-3-64,ai n't used ut
doyle-3-65,'s wrong
doyle-3-65,dan
doyle-3-65,ai n't mascot n't strike good 'd struck
doyle-3-66,oh
doyle-3-66,yess cook
doyle-3-66,know catch iss finish yet
doyle-3-67,ai n't goin us harm dan hotly
doyle-3-67,ye hintin edgin
doyle-3-67,'s right
doyle-3-68,harm
doyle-3-68,one day master danny
doyle-3-69,dan placidly
doyle-3-69,wu n't jugful
doyle-3-70,master
doyle-3-70,cook pointing harvey
doyle-3-70,man
doyle-3-70,pointed dan
doyle-3-71,'s news
doyle-3-71,haow soon
doyle-3-71,dan laugh
doyle-3-72,years shall see
doyle-3-72,master man man master
doyle-3-73,thunder 'ye work
doyle-3-73,tom platt
doyle-3-74,head see
doyle-3-75,haow
doyle-3-75,others
doyle-3-76,know
doyle-3-76,dropped head went peeling potatoes another word could get
doyle-3-77,well dan heap things 'll hev come abaout 'fore harve 's master mine 'm glad doctor ai n't choosen mark jonah
doyle-3-77,mistrust uncle salters fer jonerest jonah fleet regardin special luck
doyle-3-77,dunno ef 's spreadin 's smallpox
doyle-3-77,ought carrie pitman
doyle-3-77,boat 's jonah sure crews gear make differ driftin
doyle-3-77,jimmy christmas
doyle-3-77,'ll etch loose flat ca'am
doyle-3-78,'re well dear fleet anyway disko carrie pitman
doyle-3-78,rapping deck
doyle-3-79,uncle salters catched luck dan father departed
doyle-3-80,'s blown clear disko cried fo c'sle tumbled bit fresh air
doyle-3-80,fog gone sullen sea ran great rollers behind
doyle-3-80,'re slid long sunk avenues ditches felt quite sheltered homelike would stay still changed without rest mercy flung schooner crown one peak thousand grey hills wind hooted rigging zigzagged slopes
doyle-3-80,far away sea would burst sheet foam others would follow suit signal till harvey 's eyes swam vision interlacing whites greys
doyle-3-80,four five mother carey 's chickens stormed round circles shrieking swept past bows
doyle-3-80,rain squall two strayed aimlessly hopeless waste ran wind back melted away
doyle-3-81,'seems saw somethin flicker jest naow yonder uncle salters pointing northeast
doyle-3-82,ca n't fleet disko peering eyebrows hand fo c'sle gangway solid bows hatcheted troughs
doyle-3-82,sea 's oilin dretful fast
doyle-3-82,danny n't want skip piece see aour trawl buoy lays
doyle-3-83,danny big boots trotted rather climbed main rigging consumed harvey envy hitched around reeling crosstrees let eye rove till caught tiny black buoy flag shoulder mile away swell
doyle-3-84,'s right hailed
doyle-3-84,sail
doyle-3-84,dead no'th'ard comin like smoke
doyle-3-84,schooner
doyle-3-85,waited yet another half hour sky clearing patches flicker sickly sun time time made patches olive green water
doyle-3-85,stump foremast lifted ducked disappeared followed next wave high stern old fashioned wooden snail 's horn davits
doyle-3-85,sails red tanned
doyle-3-86,frenchmen
doyle-3-86,shouted dan
doyle-3-86,'tai n't neither
doyle-3-86,da ad
doyle-3-87,'s french disko
doyle-3-87,salters blame luck holds tighter n screw keg head
doyle-3-88,'ve eyes
doyle-3-88,'s uncle abishai
doyle-3-89,ca n't nowise tell fer sure
doyle-3-90,head king jonahs groaned tom platt
doyle-3-90,oh salters salters n't abed asleep
doyle-3-91,could tell
doyle-3-91,poor salters schooner swung
doyle-3-92,might flying dutchman foul draggled unkempt every rope stick aboard
doyle-3-92,old style quarter deck four five feet high rigging flew knotted tangled like weed wharf end
doyle-3-92,running wind yawing frightfully staysail let act sort extra foresail scandalised call fore boom guyed side
doyle-3-92,bowsprit cocked like old fashioned frigate 's jib boom fished spliced nailed clamped beyond repair hove forward sat broad tail looked world like blowzy frousy bad old woman sneering decent girl
doyle-3-93,'s abishai salters
doyle-3-93,full gin judique men judgments providence layin fer never takin good holt
doyle-3-93,'s run bait miquelon way
doyle-3-94,'ll run long jack
doyle-3-94,'s rig fer weather
doyle-3-95,r 'd done long ago disko replied
doyle-3-95,looks 's cal'lated run us
doyle-3-95,ai n't daown head n natural tom platt
doyle-3-96,ef 's style loadin ai n't safe sailor slowly
doyle-3-96,ef 's spewed oakum 'd better git pumps mighty quick
doyle-3-97,creature thrashed wore round clatter rattle lay head wind within ear shot
doyle-3-98,greybeard wagged bulwark thick voice yelled something harvey could understand
doyle-3-98,disko 's face darkened
doyle-3-98,'d resk every stick hez carry bad news
doyle-3-98,says 're fer shift wind
doyle-3-98,'s fer worse
doyle-3-98,abishai
doyle-3-98,abishai
doyle-3-98,waved arm gesture man pumps pointed forward
doyle-3-98,crew mocked laughed
doyle-3-99,jounce ye strip ye trip ye
doyle-3-99,yelled uncle abishai
doyle-3-99,livin gale livin gale
doyle-3-99,yah
doyle-3-99,cast fer last trip gloucester haddocks
doyle-3-99,wo n't see gloucester
doyle-3-100,crazy full usual tom platt
doyle-3-100,wish n't spied us though
doyle-3-101,drifted hearing greyhead yelled something dance bay bulls dead man fo c'sle
doyle-3-101,harvey shuddered
doyle-3-101,seen sloven tilled decks savage eyed crew
doyle-3-102,'s fine little floatin hell fer draught long jack
doyle-3-102,wondher mischief 's ashore
doyle-3-103,'s trawler dan explained harvey runs fer bait along coast
doyle-3-103,oh home n't go
doyle-3-103,deals along south east shore yonder
doyle-3-103,nodded direction pitiless newfoundland beaches
doyle-3-103,dad wo n't never take ashore
doyle-3-103,'re mighty tough crowd abishai 's toughest
doyle-3-103,saw boat
doyle-3-103,well 's nigh seventy year old say last old marblehead heel tappers
doyle-3-103,n't make quarter decks
doyle-3-103,abishai n't use marblehead though
doyle-3-103,ai n't wanted
doyle-3-103,jes drif 's araound debt trawlin cussin like 've heard
doyle-3-103,bin jonah fer years years hez
doyle-3-103,'gits liquor frum feecamp boats fer makin spells selling winds truck
doyle-3-103,crazy guess
doyle-3-104,two n't use underrunnin trawl night tom platt quiet despair
doyle-3-104,come alongside special cuss us
doyle-3-104,'d give wage share see gangway old ohio 'fore quit floggin
doyle-3-104,jest abaout six dozen sam mocatta layin 'em crisscross
doyle-3-105,dishevelled heel tapper danced drunkenly wind eyes followed
doyle-3-105,suddenly cook cried phonograph voice wass death made speak
